PlanetName,Method,Year,Facility,OrbitPeriod,PlanetRadius,PlanetMass
K2-131 b,Transit,2017,K2,0.369,1.651,6.3
K2-131 b,Transit,2017,K2,0.3693038,1.81,6.5
K2-132 b,Transit,2017,K2,9.1708,12.207,157.32585
K2-132 b,Transit,2017,K2,9.1751,14.572,155.7367
K2-137 b,Transit,2017,K2,0.179715,0.89,158.915
K2-139 b,Transit,2017,K2,28.38236,9.057,123.00021
K2-140 b,Transit,2017,K2,6.5693,12.274,323.86877
K2-141 b,Transit,2018,K2,0.2803226,1.54,5.31
K2-141 b,Transit,2018,K2,0.2803244,1.51,5.08
K2-141 b,Transit,2018,K2,0.28,1.493,5.16
K2-141 c,Transit,2018,K2,7.7485,7,7.4
K2-146 b,Transit,2018,K2,2.6446,2.05,5.77
K2-146 c,Transit,2019,K2,4.00498,2.19,7.49
K2-18 b,Transit,2015,K2,32.939623,2.37,8.92
K2-18 b,Transit,2015,K2,32.940045,2.61,8.63
K2-18 b,Transit,2015,K2,32.93963,2.38,7.96
K2-19 b,Transit,2015,K2,7.921101,7.46,44
K2-19 b,Transit,2015,K2,7.9194,7.74,28.5
K2-19 c,Transit,2015,K2,11.90727,4.51,15.9
K2-19 c,Transit,2015,K2,11.90715,4.86,25.6
K2-19 d,Transit,2016,K2,2.50856,1.14,14
K2-216 b,Transit,2018,K2,2.1748,1.75,8
K2-22 b,Transit,2015,K2,0.381078,2.5,444.962
K2-229 b,Transit,2018,K2,0.584249,1.164,2.59
K2-229 b,Transit,2018,K2,0.584,1.197,2.49
K2-229 c,Transit,2018,K2,8.32834,2.12,21.3
K2-232 b,Transit,2018,K2,11.168459,11.859,123.00021
K2-232 b,Transit,2018,K2,11.168454,11.209,126.49634
K2-237 b,Transit,2018,K2,2.1805577,18.405,392.83788
K2-237 b,Transit,2018,K2,2.18056,18.495,508.528
K2-238 b,Transit,2018,K2,3.20466,14.572,273.3338
K2-24 b,Transit,2016,K2,20.88977,5.4,19
K2-24 b,Transit,2016,K2,20.8851,5.68,19.8
K2-24 b,Transit,2016,K2,20.8851,5.68,21
K2-24 c,Transit,2016,K2,42.3633,7.82,27
K2-24 c,Transit,2016,K2,42.3391,7.5,15.4
K2-24 c,Transit,2016,K2,42.3633,7.82,26
K2-260 b,Transit,2018,K2,2.6266657,17.396,451.3186
K2-261 b,Transit,2018,K2,11.63344,9.528,70.87609
K2-263 b,Transit,2018,K2,50.818947,2.41,14.8
K2-265 b,Transit,2018,K2,2.369172,1.71,6.54
K2-266 b,Transit,2018,K2,0.658524,3.3,11.26782
K2-266 c,Transit,2018,K2,7.814,0.705,0.29013
K2-266 d,Transit,2018,K2,14.697,2.93,8.9
K2-266 e,Transit,2018,K2,19.482,2.73,14.3
K2-27 b,Transit,2016,K2,6.771315,4.48,30.9
K2-27 b,Transit,2016,K2,6.77145,4.45,29.1
K2-285 b,Transit,2018,K2,3.471745,2.59,9.68
K2-285 c,Transit,2018,K2,7.138048,3.53,15.68
K2-285 d,Transit,2018,K2,10.45582,2.48,6.5
K2-285 e,Transit,2018,K2,14.76289,1.95,10.7
K2-287 b,Transit,2018,K2,14.893291,9.494,100.11645
K2-29 b,Transit,2016,K2,3.2588321,13.339,232.0159
K2-29 b,Transit,2016,K2,3.2589263,11.209,194.82979
K2-290 b,Transit,2019,K2,9.21165,3.06,10.9
K2-290 c,Transit,2019,K2,48.36685,11.276,246.00042
K2-291 b,Transit,2019,K2,2.225177,1.589,6.49
K2-291 b,Transit,2019,K2,2.225,1.582,6.4
K2-292 b,Transit,2019,K2,16.9841,2.63,24.5
K2-295 b,Transit,2018,K2,4.024867,10.054,106.47305
K2-3 b,Transit,2015,K2,10.05454,2.29,6.6
K2-3 b,Transit,2015,K2,10.05429,2.078,8.4
K2-3 b,Transit,2015,K2,10.05403,2.14,8.1
K2-3 c,Transit,2015,K2,24.64638,1.77,3.1
K2-3 c,Transit,2015,K2,24.6454,1.72,4.2
K2-3 c,Transit,2015,K2,24.6491,1.644,2.1
K2-3 d,Transit,2015,K2,44.55764,1.65,1.8
K2-3 d,Transit,2015,K2,44.5705,1.53,11.1
K2-3 d,Transit,2015,K2,44.5631,1.52,7.5
K2-30 b,Transit,2016,K2,4.09849,11.982,187.20187
K2-30 b,Transit,2016,K2,4.098507,13.406,198.00809
K2-30 b,Transit,2016,K2,4.098503,11.646,184.02357
K2-31 b,Transit,2016,K2,1.25785,11.882,563.83042
K2-32 b,Transit,2016,K2,8.99213,5.13,16.5
K2-32 b,Transit,2016,K2,8.99218,5.38,21.1
K2-32 c,Transit,2016,K2,20.6602,3.01,12.1
K2-32 c,Transit,2016,K2,20.65614,3.48,8.1
K2-32 d,Transit,2016,K2,31.71922,3.75,35
K2-32 d,Transit,2016,K2,31.7154,3.43,10.3
K2-33 b,Transit,2016,K2,5.424865,5.04,1175.971
K2-33 b,Transit,2016,K2,5.42513,5.76,1144.188
K2-34 b,Transit,2016,K2,2.99561,11.994,352.7913
K2-34 b,Transit,2016,K2,2.995629,15.435,539.67534
K2-34 b,Transit,2016,K2,2.995654,16.141,563.51259
K2-34 b,Transit,2016,K2,2.995607,15.132,559.3808
K2-36 b,Transit,2016,K2,1.422614,1.43,3.9
K2-36 c,Transit,2016,K2,5.340888,3.2,7.8
K2-38 b,Transit,2016,K2,4.01593,1.55,12
K2-38 b,Transit,2016,K2,4.01593,1.906,19.0698
K2-38 c,Transit,2016,K2,10.56103,2.42,9.9
K2-39 b,Transit,2016,K2,4.60497,5.71,39.8
K2-39 b,Transit,2016,K2,4.60543,8.2,50.3
K2-39 b,Transit,2016,K2,4.60543,6.277,28.6047
K2-60 b,Transit,2016,K2,3.00265,7.656,135.39558
K2-66 b,Transit,2016,K2,5.06963,2.49,21.3
K2-77 b,Transit,2016,K2,8.199796,2.3,603.877
K2-97 b,Transit,2016,K2,8.4061,14.684,349.613
K2-97 b,Transit,2016,K2,8.4061,14.684,152.5584
K2-98 b,Transit,2016,K2,10.13675,4.3,32.2
K2-99 b,Transit,2016,K2,18.249,14.46,308.2951
WASP-47 d,Transit,2015,K2,9.03081,3.63,15.2
WASP-47 d,Transit,2015,K2,9.03077,3.576,13.1
WASP-47 d,Transit,2015,K2,9.03079,3.6,10.4
WASP-47 d,Transit,2015,K2,9.095,3.71,16.8
WASP-47 e,Transit,2015,K2,0.789592,1.81,6.83
WASP-47 e,Transit,2015,K2,0.789593,1.817,12.2
WASP-47 e,Transit,2015,K2,0.789597,1.829,22
WASP-47 e,Transit,2015,K2,0.79,1.773,6.91
WASP-47 e,Transit,2015,K2,0.789636,1.82,9.1
WASP-85 A b,Transit,2016,K2,2.6556777,13.899,402.05495
